PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,0,3,"Skoog, Master. Karl Thorsten",male,,0,0,2664,512.3292,,C
115,0,3,"Lobb, Mr. William Arthur",female,73.21,0,0,SC/PARIS 2133,0.0,,S
668,1,3,"Yousseff, Mr. Gerious",male,51.01,0,0,347083,119.309,,S
642,0,2,"Turcin, Mr. Stjepan",male,24.44,0,3,113796,0.0,,C
2,0,3,"Sloper, Mr. William Thompson",female,,1,2,219533,12.7082,,S
249,0,1,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,0,0,374910,2.9958,E68,S
1,0,1,"Baumann, Mr. John D",male,,0,0,31028,0.0,,C
891,1,2,"Collyer, Mr. Harvey",male,,0,0,SC/PARIS 2133,12.0154,,S
69,0,3,"Ling, Mr. Lee",female,5.38,0,1,54636,0.0,,S
511,1,3,"Richards, Master. William Rowe",female,59.08,1,0,349239,3.235,,Q
891,1,1,"Radeff, Mr. Alexander",male,,0,1,113786,0.1199,,Q
379,0,3,"Lang, Mr. Fang",male,,0,1,11751,22.2399,C65,S
891,1,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",male,5.93,0,0,236171,19.7083,D45,S
182,0,1,"Klaber, Mr. Herman",male,,0,0,349239,0.0,,S
647,0,1,"Troupiansky, Mr. Moses Aaron",male,80.0,0,0,347071,26.2158,,S
768,1,3,"Bowerman, Miss. Elsie Edith",female,28.9,0,0,219533,33.4881,,S
891,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,9.69,1,0,113051,0.0,,S
735,1,1,"Francatelli, Miss. Laura Mabel",female,,1,1,219533,0.0,,S
100,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",female,7.95,0,0,A/5 21174,5.9804,A20,Q
388,1,3,"Nirva, Mr. Iisakki Antino Aijo",male,80.0,1,0,113051,25.039,B71,C
469,1,3,"Barbara, Miss. Saiide",male,24.62,0,0,4137,64.0703,,S
547,1,1,"Daly, Mr. Eugene Patrick",male,24.55,0,0,113796,0.0,,C
891,1,2,"Gill, Mr. John William",female,24.39,1,1,347083,0.0,,S
891,0,1,"Leyson, Mr. Robert William Norman",male,0.42,0,0,219533,0.0,,S
123,1,1,"Weir, Col. John",female,,4,0,11753,51.9243,E77,S
556,1,3,"Markun, Mr. Johann",male,,1,0,370375,19.6797,,S
446,1,1,"Doling, Mrs. John T (Ada Julia Bone)",male,,1,1,349239,0.0,,Q
605,1,3,"McCarthy, Mr. Timothy J",male,32.79,1,1,347088,25.6234,,C
212,0,2,"Lobb, Mr. William Arthur",male,,0,3,SOTON/O.Q. 392078,112.3222,B79,Q
587,0,1,"Pekoniemi, Mr. Edvard",male,0.42,1,2,C.A. 2673,32.0371,,C
75,1,1,"Stanley, Mr. Edward Roland",male,13.64,0,0,330979,9.1262,,Q
576,1,3,"Canavan, Miss. Mary",male,,0,1,113796,1.5799,,Q
231,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,0,SC/AH 29037,4.6166,,C
1,1,3,"Hakkarainen, Mr. Pekka Pietari",female,,0,0,A/5 21174,13.1583,,S
100,1,2,"Bradley, Mr. George (""George Arthur Brayton"")",female,,1,1,347083,0.0,,S
1,0,3,"Daly, Mr. Eugene Patrick",male,,0,0,349239,0.0,F33,C
670,0,2,"Kelly, Miss. Mary",male,0.42,0,0,349239,12.7043,D48,C
1,1,2,"Endres, Miss. Caroline Louise",male,,0,0,113051,0.0,,S
137,1,2,"Nakid, Miss. Maria (""Mary"")",male,,0,0,349239,0.0,,S
891,1,3,"Olsen, Mr. Henry Margido",male,1.0,4,0,349239,71.3336,,C
478,1,1,"Brewe, Dr. Arthur Jackson",female,0.42,0,0,347083,33.9407,,S
727,1,2,"Hogeboom, Mrs. John C (Anna Andrews)",female,54.82,0,0,113796,0.0,,C
776,1,3,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",male,36.37,0,0,347073,21.9219,,Q
1,1,1,"Nakid, Miss. Maria (""Mary"")",male,29.49,0,2,SC/PARIS 2133,0.0,,S
1,1,3,"Ekstrom, Mr. Johan",male,,0,0,SOTON/O.Q. 392078,0.0,D30,S
1,1,3,"Hansen, Mr. Claus Peter",female,4.23,0,0,219533,28.9351,,C
386,0,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,,1,2,2664,0.0,,Q
1,1,3,"Brewe, Dr. Arthur Jackson",female,41.8,0,1,113051,0.0,,C
544,1,3,"Eklund, Mr. Hans Linus",female,74.42,0,0,17764,0.0,,S
305,1,3,"Gilnagh, Miss. Katherine ""Katie""",male,,1,1,113572,26.1876,,S
380,1,3,"Homer, Mr. Harry (""Mr E Haven"")",male,18.34,1,0,11751,1.3108,C50,S
351,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",male,25.89,0,0,11751,20.3911,C83,S
288,1,2,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,0.42,0,1,113796,22.5053,,C
1,1,2,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,39.69,4,1,349239,24.3535,,S
142,1,3,"Allison, Master. Hudson Trevor",male,24.85,0,0,4136,8.7289,,C
12,1,1,"Richards, Mrs. Sidney (Emily Hocking)",male,25.77,0,0,113796,0.0,,C
1,0,1,"Stone, Mrs. George Nelson (Martha Evelyn)",male,,1,0,349239,26.1412,,S
198,0,3,"Mellinger, Miss. Madeleine Violet",female,,1,1,31028,14.7971,,C
830,0,1,"Otter, Mr. Richard",female,,0,0,347083,7.9362,D49,S
387,1,3,"Daly, Mr. Eugene Patrick",female,,0,0,54636,0.0,,S
1,1,1,"Nakid, Miss. Maria (""Mary"")",male,,1,0,349239,22.5106,,C
458,1,3,"Barbara, Miss. Saiide",male,,1,1,2689,10.0215,B69,C
299,1,1,"Gustafsson, Mr. Karl Gideon",male,,5,0,370375,10.1034,F33,C
399,1,1,"Adahl, Mr. Mauritz Nils Martin",male,,1,0,11751,0.0,,S
127,1,3,"Anderson, Mr. Harry",male,,0,1,374910,6.4826,,S
1,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,350417,15.7011,B49,C
1,0,3,"Brewe, Dr. Arthur Jackson",male,,1,0,219533,277.2753,,Q
1,0,3,"Mamee, Mr. Hanna",male,6.04,0,3,347061,0.0,,S
1,1,1,"Minahan, Dr. William Edward",female,,1,0,347083,125.1223,,S
74,1,1,"Hodges, Mr. Henry Price",male,80.0,0,0,3101296,89.4187,,S
431,0,2,"Daly, Mr. Eugene Patrick",male,,0,0,349239,0.0,,C
1,0,3,"Hansen, Mr. Claus Peter",male,4.33,1,0,113056,11.648,,C
630,1,3,"Long, Mr. Milton Clyde",male,31.13,7,1,364851,45.2819,D20,S
1,0,3,"Daly, Mr. Eugene Patrick",male,5.59,0,0,347088,22.6253,,Q
1,1,3,"Coutts, Master. William Loch ""William""",female,,0,0,11751,0.7215,,Q
1,0,3,"Greenberg, Mr. Samuel",male,,0,0,PC 17601,25.6642,,S
688,1,3,"Brown, Mr. Thomas William Solomon",male,,0,0,4136,45.9712,,S
891,0,1,"Pernot, Mr. Rene",male,10.15,0,1,PC 17759,8.2067,,C
226,1,3,"Carter, Mrs. William Ernest (Lucile Polk)",male,50.62,0,1,219533,0.0,E46,C
1,1,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,,0,0,113051,8.4105,,S
891,1,3,"Compton, Miss. Sara Rebecca",male,6.01,1,0,349239,0.0,,S
891,1,1,"Icard, Miss. Amelie",male,6.2,0,0,349239,0.0,,S
1,1,2,"Daly, Mr. Eugene Patrick",female,,1,0,SC/PARIS 2133,3.2907,,S
540,1,3,"Canavan, Miss. Mary",male,,0,0,A/5 21174,81.406,,Q
22,0,2,"Crosby, Miss. Harriet R",male,29.76,1,2,113796,1.8519,,C
675,1,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,0.42,0,0,243880,2.1989,B30,C
1,1,2,"Brewe, Dr. Arthur Jackson",male,,0,0,347088,24.7802,,Q
586,0,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,0.42,0,1,250655,0.0,,
428,0,3,"Theobald, Mr. Thomas Leonard",male,70.61,0,1,C.A. 2315,0.0,,C
1,1,1,"Harrington, Mr. Charles H",male,31.48,0,3,349209,0.567,,Q
158,1,1,"Brewe, Dr. Arthur Jackson",male,61.2,1,0,C.A. 17248,17.3736,,Q
44,1,3,"Dodge, Master. Washington",female,,0,1,19943,0.0,B42,S
396,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",male,75.6,0,0,A/5. 10482,0.0,,C
220,1,1,"Dooley, Mr. Patrick",male,28.33,8,2,382649,0.0,C47,S
891,1,3,"Montvila, Rev. Juozas",male,,0,0,228414,0.0,,S
415,1,3,"Collyer, Mr. Harvey",female,36.55,0,0,11751,13.775,,S
891,1,3,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",male,25.28,0,0,113786,9.3303,,S
458,0,1,"Brewe, Dr. Arthur Jackson",male,0.42,0,0,4136,0.0,,S
874,0,1,"Bazzani, Miss. Albina",male,14.14,1,0,F.C.C. 13528,0.0,,S
1,0,1,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,0,1,350046,53.9874,,S
438,0,1,"Sedgwick, Mr. Charles Frederick Waddington",female,,1,0,11751,0.0,,S
891,1,1,"Parrish, Mrs. (Lutie Davis)",male,35.87,0,1,2665,49.8104,,S
891,1,1,"Kantor, Mr. Sinai",male,24.9,0,0,PC 17759,0.0,,S
1,1,3,"Lobb, Mr. William Arthur",male,6.91,0,2,SC/AH 29037,2.8718,,S
1,1,3,"Lang, Mr. Fang",male,,0,1,250655,0.5753,F2,S
761,0,1,"Odahl, Mr. Nils Martin",male,42.03,0,1,349239,0.0,,S
1,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,52.57,7,1,358585,0.0,,Q
658,0,2,"Rice, Mrs. William (Margaret Norton)",male,,1,1,SOTON/O.Q. 392078,6.4256,,S
1,0,1,"Daly, Mr. Eugene Patrick",male,10.23,1,0,113505,6.6135,,Q
760,1,3,"Wick, Miss. Mary Natalie",female,0.42,1,0,236171,5.4554,E36,S
530,1,3,"Sundman, Mr. Johan Julian",male,,0,3,11751,0.0,T,S
490,1,2,"Brewe, Dr. Arthur Jackson",male,33.73,1,2,219533,133.1325,,S
854,1,3,"Rommetvedt, Mr. Knud Paust",female,,0,0,219533,0.0,,S
482,0,3,"Lang, Mr. Fang",male,19.4,1,1,347083,14.4003,F G73,S
744,1,3,"Cann, Mr. Ernest Charles",male,23.07,8,0,315084,8.3354,,C
350,0,1,"Mullens, Miss. Katherine ""Katie""",male,,0,0,349209,23.1105,,S
828,1,3,"Kilgannon, Mr. Thomas J",male,26.79,0,0,347466,0.0,,C
463,1,3,"Kelly, Mr. James",male,68.38,0,1,PC 17759,0.0,,Q
1,0,3,"Lovell, Mr. John Hall (""Henry"")",male,71.15,0,0,2689,0.0,,S
891,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",male,40.35,0,1,SC/PARIS 2133,14.6795,,S
154,0,1,"Collyer, Mr. Harvey",male,,1,1,367231,18.7388,A24,C
69,1,3,"Hansen, Mr. Claus Peter",male,19.91,1,0,11755,180.5146,,C
1,0,3,"Brewe, Dr. Arthur Jackson",male,33.17,1,0,14313,25.5345,,S
1,1,3,"Jensen, Mr. Niels Peder",female,27.75,0,0,2641,16.6178,,Q
293,0,1,"Fynney, Mr. Joseph J",male,8.49,0,1,349239,39.4502,,S
763,1,3,"Davies, Master. John Morgan Jr",male,0.42,0,0,SOTON/O.Q. 392078,16.1549,,S
891,0,3,"Braund, Mr. Lewis Richard",male,,0,0,11753,11.2395,C93,
199,1,1,"Murphy, Miss. Katherine ""Kate""",male,27.14,7,0,236171,0.0,,S
1,1,2,"Nicholson, Mr. Arthur Ernest",male,,0,0,364512,26.001,,S
1,0,1,"Daly, Mr. Eugene Patrick",male,24.43,1,0,2694,12.426,B94,S
891,1,1,"Goodwin, Mr. Charles Edward",male,,0,0,243880,4.7088,,C
891,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,0.42,0,0,33638,0.0,,Q
424,1,1,"Doling, Miss. Elsie",female,8.91,1,0,2689,2.3099,,S
112,0,2,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,0,349239,0.0,,C
117,1,3,"Lefebre, Miss. Jeannie",male,0.42,7,2,4136,0.0,,S
643,1,1,"Kelly, Mrs. Florence ""Fannie""",male,,1,0,2689,431.9125,,S
891,1,1,"Lobb, Mr. William Arthur",male,,8,3,113051,0.0,,S
891,1,1,"Leinonen, Mr. Antti Gustaf",male,6.14,3,0,219533,53.3637,,C
748,1,1,"Eklund, Mr. Hans Linus",male,,0,0,54636,0.0,,S
1,0,3,"Shutes, Miss. Elizabeth W",female,32.14,1,0,236171,6.0328,,S
841,1,3,"Daniel, Mr. Robert Williams",male,10.81,0,0,SOTON/O.Q. 3101310,0.0,,C
180,1,1,"Dodge, Master. Washington",male,,0,1,349239,0.0,,C
1,0,2,"Andersen-Jensen, Miss. Carla Christine Nielsine",male,,1,0,11751,5.8999,,C
891,1,1,"Brewe, Dr. Arthur Jackson",female,,1,3,219533,0.0,,S
540,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,34.44,0,0,113051,0.0,,S
181,1,3,"Bidois, Miss. Rosalie",male,0.42,0,0,347083,49.3834,A7,S
179,1,1,"Danoff, Mr. Yoto",male,19.93,1,0,113051,0.7373,,S
891,1,1,"Stead, Mr. William Thomas",male,27.53,1,0,236171,43.5202,,S
175,1,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,0.42,0,0,358585,17.8295,D33,S
891,1,1,"Icard, Miss. Amelie",male,,0,2,SW/PP 751,134.7119,C86,S
1,0,1,"Weir, Col. John",female,34.44,1,0,110813,15.6321,,C
1,1,3,"Theobald, Mr. Thomas Leonard",male,,0,0,11751,0.0,,S
244,0,2,"Mellors, Mr. William John",female,34.06,0,0,17764,0.0,,Q
1,1,3,"Baclini, Miss. Helene Barbara",male,27.9,1,0,SC/PARIS 2133,0.0,,C
113,0,1,"Brewe, Dr. Arthur Jackson",male,25.22,0,0,11751,24.935,,C
891,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,27.07,1,0,349239,0.0,,C
132,0,2,"Daly, Mr. Eugene Patrick",male,40.53,0,3,19950,7.0987,,S
1,1,3,"Slabenoff, Mr. Petco",male,1.99,0,0,347088,0.0,,C
1,1,3,"Weir, Col. John",female,,1,1,349239,133.7502,E36,S
891,0,1,"Jarvis, Mr. John Denzil",male,0.42,0,0,349239,0.0,B50,Q
1,0,3,"Ryerson, Miss. Susan Parker ""Suzette""",male,,3,0,113786,45.3342,D35,S
19,1,3,"Brewe, Dr. Arthur Jackson",male,33.94,1,0,14313,55.9486,,S
1,1,3,"McEvoy, Mr. Michael",female,0.42,1,0,113796,0.0,A36,C
259,0,3,"Laleff, Mr. Kristo",male,0.42,0,1,347088,8.8118,,S
397,1,1,"Ringhini, Mr. Sante",female,38.53,0,1,11751,15.3733,,S
1,0,2,"Ringhini, Mr. Sante",male,,1,0,A/5. 10482,0.2238,,C
857,1,1,"Mellinger, Miss. Madeleine Violet",male,,0,0,349209,23.796,,C
1,1,3,"Mack, Mrs. (Mary)",male,,8,2,PC 17609,3.1173,D7,Q
446,1,3,"Novel, Mr. Mansouer",male,,1,0,315084,0.0,,Q
849,0,3,"Eklund, Mr. Hans Linus",male,24.84,0,1,349222,0.0,A14,C
1,1,3,"Nakid, Mr. Sahid",male,36.4,8,0,A/5 21174,0.0,D20,Q
891,1,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,0,1,11751,8.2473,,S
548,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,,0,0,2689,22.7165,,S
1,1,2,"Ross, Mr. John Hugo",male,80.0,0,0,PC 17759,0.9445,,S
808,1,3,"Givard, Mr. Hans Kristensen",male,,0,0,F.C.C. 13528,26.4564,,S
381,1,3,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",male,24.42,1,0,SW/PP 751,22.6877,,C
616,1,3,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,,0,1,113786,0.0,,S
493,1,3,"Vestrom, Miss. Hulda Amanda Adolfina",male,28.1,1,0,347088,13.4444,,C
1,0,1,"Daly, Mr. Eugene Patrick",male,0.42,0,0,219533,0.0,,S
407,1,1,"Stoytcheff, Mr. Ilia",male,80.0,7,0,243880,0.0,,S
670,0,1,"Burns, Miss. Elizabeth Margaret",male,49.83,1,1,SOTON/O.Q. 392078,23.4131,,S
891,1,1,"Elsbury, Mr. William James",male,,0,0,A/5. 10482,24.0384,,S
444,1,1,"Nakid, Miss. Maria (""Mary"")",female,24.55,1,0,219533,0.0,,S
557,1,1,"Turcin, Mr. Stjepan",male,,0,1,2694,6.9348,,C
363,0,1,"Augustsson, Mr. Albert",female,13.63,1,0,SC/PARIS 2133,20.2072,,S
891,1,3,"O'Sullivan, Miss. Bridget Mary",male,17.88,1,0,113051,5.0332,,C
772,1,3,"Culumovic, Mr. Jeso",male,6.29,0,0,347071,0.0,,S
1,0,3,"Karlsson, Mr. Nils August",male,,0,0,349239,131.4292,,S
1,1,1,"Mellinger, Miss. Madeleine Violet",male,37.66,0,1,A/5 21174,9.2367,,S
659,1,3,"Brewe, Dr. Arthur Jackson",female,26.83,0,0,29106,23.1138,,S
221,1,3,"Silverthorne, Mr. Spencer Victor",male,2.12,0,0,11769,0.0,,S
399,1,3,"Brewe, Dr. Arthur Jackson",female,17.79,1,0,374910,160.2157,,S
382,1,3,"Johansson, Mr. Karl Johan",female,75.61,1,0,54636,0.0,,S
53,1,3,"Theobald, Mr. Thomas Leonard",male,,3,1,219533,0.0,,S
1,1,3,"Hampe, Mr. Leon",male,73.44,1,0,349239,0.0,E44,S
600,1,2,"Osman, Mrs. Mara",female,3.53,0,0,364851,13.6986,D20,C
730,1,3,"Montvila, Rev. Juozas",male,0.42,0,0,11751,0.0,,C
1,0,3,"van Billiard, Mr. Austin Blyler",male,,1,0,PC 17759,0.0,C52,S
406,0,3,"Cohen, Mr. Gurshon ""Gus""",male,17.44,1,0,11751,22.5396,,S
477,1,3,"Andersson, Master. Sigvard Harald Elias",male,80.0,0,0,113051,0.0,,S
1,1,3,"Newell, Mr. Arthur Webster",female,,0,0,250649,108.4325,,S
562,1,1,"Hamalainen, Mrs. William (Anna)",male,,0,1,A/5 21174,119.4315,,S
315,1,1,"Calic, Mr. Jovo",male,,0,0,347071,0.0,,C
1,0,3,"Hodges, Mr. Henry Price",male,,0,0,112059,0.0,,S
1,0,3,"Nakid, Miss. Maria (""Mary"")",male,,0,0,113796,14.9543,,S
891,0,3,"Daly, Mr. Eugene Patrick",male,10.06,0,0,PC 17569,0.6001,,C
891,1,2,"Barbara, Miss. Saiide",female,0.42,3,0,219533,0.0,,C
891,1,1,"Brewe, Dr. Arthur Jackson",male,12.96,0,0,A.5. 18509,13.5081,B42,S
681,1,2,"Mallet, Master. Andre",female,,1,1,347083,7.2571,,S
196,1,1,"Lang, Mr. Fang",male,20.34,0,0,113796,25.6844,,S
559,0,3,"Devaney, Miss. Margaret Delia",male,40.11,1,3,SC/PARIS 2133,17.8778,,S
1,1,3,"Silverthorne, Mr. Spencer Victor",male,80.0,1,0,347071,1.9803,G6,C
891,0,1,"Collyer, Mr. Harvey",male,,1,0,349239,24.904,,S
891,1,1,"Canavan, Miss. Mary",female,,1,0,347083,25.855,,C
396,1,3,"Arnold-Franchi, Mr. Josef",male,32.44,1,0,349239,22.0916,B18,S
1,1,3,"Ali, Mr. Ahmed",female,,1,0,11751,6.9809,,Q
422,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,1,113796,34.705,,C
514,1,1,"Brewe, Dr. Arthur Jackson",male,,0,0,315153,21.0901,G6,S
837,0,3,"Keane, Miss. Nora A",male,34.93,0,1,358585,0.0,,Q
461,1,1,"Leitch, Miss. Jessie Wills",male,,1,0,11751,48.4815,E77,S
1,1,2,"Brewe, Dr. Arthur Jackson",male,,7,1,A/5 21174,1.0166,,C
891,0,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,25.89,0,0,349239,15.6601,,S
236,1,1,"Sdycoff, Mr. Todor",male,0.42,0,0,A/5. 10482,0.0,,S
1,0,3,"Doharr, Mr. Tannous",male,22.0,1,0,4136,8.6032,,C
631,1,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,0,0,A/5. 10482,12.5518,,C
891,1,1,"Barbara, Miss. Saiide",male,,1,0,A.5. 18509,18.2413,A36,C
466,1,3,"Silverthorne, Mr. Spencer Victor",female,64.23,0,0,349239,6.9436,,S
891,0,1,"Slayter, Miss. Hilda Mary",male,27.6,0,0,113051,0.0,,S
66,0,1,"Reuchlin, Jonkheer. John George",male,,4,0,219533,7.8682,,S
439,1,3,"Theobald, Mr. Thomas Leonard",male,,0,0,219533,0.0454,,Q
668,0,3,"Collyer, Mr. Harvey",male,0.42,0,1,345767,56.1323,,C
1,1,1,"Bidois, Miss. Rosalie",male,49.63,0,0,219533,0.0,C87,S
397,0,3,"Tikkanen, Mr. Juho",male,57.49,1,1,113796,23.1645,,C
1,1,3,"Brewe, Dr. Arthur Jackson",male,35.68,0,1,374910,1.5461,B35,C
1,0,3,"Stanley, Mr. Edward Roland",male,25.25,0,0,228414,0.0,,C
1,1,3,"Daly, Mr. Eugene Patrick",female,32.87,7,1,PC 17759,0.0,A36,C
397,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,25.95,0,1,113796,23.4386,,C
1,0,2,"Moussa, Mrs. (Mantoura Boulos)",female,,0,1,54636,0.0,F E69,S
71,1,1,"Lefebre, Master. Henry Forbes",male,80.0,3,0,113056,0.0,E49,C
891,0,1,"Lang, Mr. Fang",female,,0,0,SC/PARIS 2133,0.0,D45,S
545,0,3,"Karlsson, Mr. Nils August",male,40.63,1,0,113786,28.4698,,S
694,1,1,"Lang, Mr. Fang",male,,0,0,349239,17.0639,,Q
373,1,2,"Perreault, Miss. Anne",female,,0,0,350046,22.8404,,S
891,0,2,"Green, Mr. George Henry",male,,0,1,113796,19.0569,,S
469,1,3,"Ringhini, Mr. Sante",male,,1,0,PC 17759,54.7576,,C
396,1,2,"Rice, Master. Eric",female,54.45,0,0,250655,0.0,,C
175,1,3,"Reynaldo, Ms. Encarnacion",male,18.87,1,1,364849,38.3749,B35,C
891,1,2,"Andersson, Miss. Ingeborg Constanzia",female,,0,0,347083,0.0,B5,S
242,0,2,"Lievens, Mr. Rene Aime",male,,0,0,11751,102.4953,,S
797,1,2,"Kelly, Miss. Mary",male,34.01,0,0,PC 17558,7.5911,B20,S
1,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,1,347073,138.9516,,C
18,1,2,"Hogeboom, Mrs. John C (Anna Andrews)",female,31.61,1,0,11751,0.0,,S
603,0,3,"Odahl, Mr. Nils Martin",male,20.07,0,0,315093,0.7423,,S
891,1,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,,0,0,A/5. 10482,0.0,,C
891,1,1,"Davies, Mr. Alfred J",male,31.0,0,0,364849,17.6027,,C
1,1,3,"Lang, Mr. Fang",male,67.91,1,0,113796,0.0,C148,S
851,0,1,"Cavendish, Mr. Tyrell William",male,0.42,0,0,349239,0.0,,C
891,1,2,"Olsen, Mr. Henry Margido",male,6.76,0,0,219533,0.0,D21,C
15,1,3,"Otter, Mr. Richard",female,7.19,0,1,349222,9.0575,,C
891,0,1,"Theobald, Mr. Thomas Leonard",male,0.42,1,0,110413,0.0,,Q
15,0,1,"Ibrahim Shawah, Mr. Yousseff",female,60.87,1,0,STON/O 2. 3101280,2.4324,B28,C
891,1,1,"Barbara, Miss. Saiide",female,0.42,0,1,236171,0.0,B77,S
1,1,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,10.61,0,0,A/5 21174,2.2711,,C
1,1,2,"Karlsson, Mr. Nils August",male,,1,2,349222,0.0,,C
891,0,3,"Staneff, Mr. Ivan",male,63.14,0,0,347071,0.0,,C
400,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,,1,0,113051,18.6554,F33,S
436,0,3,"Palsson, Miss. Stina Viola",female,,0,0,349239,43.1794,,S
153,0,3,"Rouse, Mr. Richard Henry",male,,0,1,11751,11.9461,,S
1,1,3,"Daly, Mr. Eugene Patrick",male,,0,0,219533,0.0,D35,S
788,1,3,"Leader, Dr. Alice (Farnham)",male,,1,0,SC/PARIS 2133,2.6049,,S
598,1,1,"Cameron, Miss. Clear Annie",male,65.35,4,0,113796,13.7318,E46,S
1,0,1,"Crosby, Capt. Edward Gifford",male,0.42,1,0,PC 17759,4.2898,,S
387,1,1,"Moutal, Mr. Rahamin Haim",male,,0,0,2689,1.7617,,S
531,1,2,"Mellinger, Miss. Madeleine Violet",male,,0,0,54636,0.0,,Q
1,0,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,,0,0,113794,0.0,,S
400,0,2,"Daly, Mr. Eugene Patrick",male,,0,1,2689,0.0,E24,C
69,0,3,"Lang, Mr. Fang",female,0.42,1,1,SC/PARIS 2133,75.5799,,S
569,1,1,"Gilnagh, Miss. Katherine ""Katie""",male,,0,0,113051,0.1301,,S
891,1,1,"Collyer, Mr. Harvey",female,,0,0,349239,18.5542,,S
820,1,3,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,7.68,7,2,347071,0.0,B18,C
1,1,2,"Meanwell, Miss. (Marion Ogden)",male,27.77,1,1,17764,0.0,C65,S
891,0,3,"Richards, Mrs. Sidney (Emily Hocking)",male,,0,1,349239,16.3776,,C
1,1,3,"Bradley, Mr. George (""George Arthur Brayton"")",male,25.84,1,0,113786,0.0,B28,S
111,1,2,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,0,0,29106,16.1874,,S
700,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,,0,0,2689,0.0,C110,S
403,1,3,"Abelson, Mr. Samuel",female,11.57,0,0,2689,9.6285,,S
631,1,3,"Reeves, Mr. David",male,24.52,0,0,349209,0.0,,S
1,1,3,"Rice, Master. Arthur",male,0.42,0,0,113794,0.0,,S
415,1,3,"Icard, Miss. Amelie",male,0.42,0,2,347464,5.016,D46,C
1,1,3,"Newell, Miss. Madeleine",male,,1,0,19950,22.3589,,S
891,1,1,"Dean, Mr. Bertram Frank",male,0.42,1,0,349239,2.5309,,S
1,0,2,"Kelly, Mr. James",male,,0,0,349239,0.0,C101,Q
1,1,2,"Brewe, Dr. Arthur Jackson",male,,0,1,219533,16.7964,,C
1,1,1,"Pinsky, Mrs. (Rosa)",male,9.23,0,0,SC/PARIS 2133,0.6872,,S
891,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,3.68,7,0,219533,21.6678,C23 C25 C27,Q
1,1,3,"Long, Mr. Milton Clyde",male,,1,1,2689,16.6523,,S
1,1,1,"Montvila, Rev. Juozas",female,73.04,1,0,14313,92.8458,,S
1,0,1,"Hale, Mr. Reginald",female,20.83,0,0,349239,24.254,A32,C
436,1,3,"McCarthy, Mr. Timothy J",male,21.54,0,1,2689,25.8296,,C
189,0,3,"Carter, Rev. Ernest Courtenay",male,,0,0,358585,7.0007,,C
1,0,1,"Gilnagh, Miss. Katherine ""Katie""",male,0.42,1,0,219533,17.445,,C
297,1,2,"Montvila, Rev. Juozas",male,34.13,1,0,C.A. 37671,0.0,,S
1,1,3,"Lang, Mr. Fang",male,23.47,7,0,371110,0.0,,S
887,1,1,"Dooley, Mr. Patrick",male,,1,1,219533,123.3947,C103,C
215,1,1,"Panula, Master. Urho Abraham",male,53.89,0,0,A/5. 10482,0.0,,S
